Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.422564556	
0.0195	0.0000	-0.219646500	
0.0391	0.0000	-0.300883592	
0.0586	0.0000	-0.352358832	
0.0781	0.0000	-0.221312627	
0.0977	0.0000	-0.418614224	
0.1172	0.0000	-0.136797028	
0.1367	0.0000	-0.438406192	
0.1562	0.0000	-0.413884575	
0.1758	0.0000	-0.127713953	
0.1953	0.0000	-0.132967625	
0.2148	0.0000	-0.270181185	
0.2344	0.0000	-0.408429355	
0.2539	0.0000	-0.177133408	
0.2734	0.0000	-0.283631124	
0.2930	0.0000	-0.450297496	
0.3125	0.0000	-0.487986885	
0.3320	0.0000	-0.442584944	
0.3516	0.0000	-0.528282954	
0.3711	0.0000	-0.873883226	
0.3906	0.0000	-1.127510640	
0.4102	0.0000	-1.163251736	
0.4297	0.0000	-0.814574505	
0.4492	0.0000	-0.528269518	
0.4688	0.0000	-0.480462443	
0.4883	0.0000	-0.510345224	
0.5078	0.0000	-0.330551389	
0.5273	0.0000	-0.348301008	
0.5469	0.0000	-0.773499118	
0.5664	0.0000	-1.144669053	
0.5859	0.0000	-0.724348394	
0.6055	0.0000	-0.469538567	
0.6250	0.0000	-0.535444610	
0.6445	0.0000	-0.435638272	
0.6641	0.0000	-0.578186123	
0.6836	0.0000	-1.143835990	
0.7031	0.0000	-0.523445814	
0.7227	0.0000	-0.613094156	
0.7422	0.0000	-0.912768463	
0.7617	0.0000	-0.598918646	
0.7812	0.0000	-0.326023288	
0.8008	0.0000	-0.380481431	
0.8203	0.0000	-0.498736086	
0.8398	0.0000	-0.378882487	
0.8594	0.0000	-0.144294596	
0.8789	0.0000	-0.346661755	
0.8984	0.0000	-0.412191576	
0.9180	0.0000	-0.377041686	
0.9375	0.0000	-0.507590741	
0.9570	0.0000	-0.367958611	
0.9766	0.0000	-0.405433015	
0.9961	0.0000	-0.541544782	
1.0156	0.0000	-0.566026089	
1.0352	0.0000	-0.407985951	
1.0547	0.0000	-0.362610883	
1.0742	0.0000	-0.541652274	
1.0938	0.0000	0.050534685	
1.1133	0.0000	0.616816067	
1.1328	0.0000	1.410281828	
1.1523	0.0000	1.514199735	
1.1719	0.0000	1.819947341	
1.1914	0.0000	1.786665125	
1.2109	0.0000	0.527705185	
1.2305	0.0000	-0.373225720	
1.2500	0.0000	-0.544554559	
1.2695	0.0000	-0.692436701	
1.2891	0.0000	-0.367192730	
1.3086	0.0000	-0.343262320	
1.3281	0.0000	-0.123965169	
1.3477	0.0000	0.903685388	
1.3672	0.0000	1.985243190	
1.3867	0.0000	2.078828428	
1.4062	0.0000	1.958464242	
1.4258	0.0000	1.557465272	
1.4453	0.0000	1.768122752	
1.4648	0.0000	1.809534052	
1.4844	0.0000	1.878073649	
1.5039	0.0000	1.729250952	
1.5234	0.0000	1.904180773	
1.5430	0.0000	1.526158222	
1.5625	0.0000	0.483418474	
1.5820	0.0000	-0.280675093	
1.6016	0.0000	-0.444197324	
1.6211	0.0000	-0.582028963	
1.6406	0.0000	-0.730717296	
1.6602	0.0000	-0.605556278	
1.6797	0.0000	-0.774278436	
1.6992	0.0000	-0.573322110	
1.7188	0.0000	-0.287769566	
1.7383	0.0000	-0.458560945	
1.7578	0.0000	-0.421180596	
1.7773	0.0000	-0.298075363	
1.7969	0.0000	-0.454382193	
1.8164	0.0000	-0.372486712	
1.8359	0.0000	-0.093276198	
1.8555	0.0000	1.159167039	
1.8750	0.0000	1.697003347	
1.8945	0.0000	1.801767754	
1.9141	0.0000	1.867673797	
1.9336	0.0000	1.687705287	
1.9531	0.0000	1.865483647	
1.9727	0.0000	2.009549823	
1.9922	0.0000	1.946640120	
2.0117	0.0000	1.946949159	
2.0312	0.0000	1.727235476	
2.0508	0.0000	1.734571807	
2.0703	0.0000	1.553931472	
2.0898	0.0000	1.722882050	
2.1094	0.0000	1.531116291	
2.1289	0.0000	1.533400497	
2.1484	0.0000	1.649491875	
2.1680	0.0000	1.362837539	
2.1875	0.0000	1.429173550	
2.2070	0.0000	0.445997815	
2.2266	0.0000	-0.484923362	
2.2461	0.0000	-0.638636946	
2.2656	0.0000	-0.491560994	
2.2852	0.0000	-0.689272405	
2.3047	0.0000	-1.409952633	
2.3242	0.0000	-1.131615492	
2.3438	0.0000	-0.709836971	
2.3633	0.0000	-0.511111105	
2.3828	0.0000	-0.438742104	
2.4023	0.0000	-0.972896810	
2.4219	0.0000	-0.939016670	
2.4414	0.0000	-0.627948209	
2.4609	0.0000	-0.312096353	
2.4805	0.0000	-0.190865513	
2.5000	0.0000	-0.312022453	
2.5195	0.0000	-0.709702606	
2.5391	0.0000	-0.641243628	
2.5586	0.0000	-0.740653589	
2.5781	0.0000	-0.602002323	
2.5977	0.0000	-0.268669578	
2.6172	0.0000	-0.623446981	
2.6367	0.0000	-0.526966177	
2.6562	0.0000	-0.589069690	
2.6758	0.0000	-0.751718548	
2.6953	0.0000	-0.062620818	
2.7148	0.0000	-0.111207210	
2.7344	0.0000	0.947454793	
2.7539	0.0000	1.612494466	
2.7734	0.0000	1.007012089	
2.7930	0.0000	-0.189105331	
2.8125	0.0000	-0.423639476	
2.8320	0.0000	-0.368590127	
2.8516	0.0000	0.506441920	
2.8711	0.0000	0.956443813	
2.8906	0.0000	0.021236392	
2.9102	0.0000	-0.161977033	
2.9297	0.0000	-0.057091698	
2.9492	0.0000	-0.427791355	
2.9688	0.0000	-0.544567995	
2.9883	0.0000	-0.587490901	
3.0078	0.0000	0.481947177	
3.0273	0.0000	1.343240400	
3.0469	0.0000	0.569996575	
3.0664	0.0000	-0.414274234	
3.0859	0.0000	-0.445984379	
3.1055	0.0000	-0.597628742	
3.1250	0.0000	-0.637729983	
3.1445	0.0000	-0.649742215	
3.1641	0.0000	-0.679006917	
3.1836	0.0000	-0.741876311	
3.2031	0.0000	-0.966971313	
3.2227	0.0000	-0.726269813	
3.2422	0.0000	-0.370901205	
3.2617	0.0000	-0.654619666	
3.2812	0.0000	-0.832720502	
3.3008	0.0000	-1.129264104	
3.3203	0.0000	-0.909133889	
3.3398	0.0000	-0.643689071	
3.3594	0.0000	-0.492313438	
3.3789	0.0000	-0.127619897	
3.3984	0.0000	1.334284971	
3.4180	0.0000	1.966465679	
3.4375	0.0000	2.065533009	
3.4570	0.0000	1.232469877	
3.4766	0.0000	-0.166921666	
3.4961	0.0000	-0.461167626	
3.5156	0.0000	-0.507039845	
3.5352	0.0000	-0.517466570	
3.5547	0.0000	-0.241635336	
3.5742	0.0000	-0.218658917	
3.5938	0.0000	-0.346198196	
3.6133	0.0000	-0.467247643	
3.6328	0.0000	-0.597077845	
3.6523	0.0000	-0.817449917	
3.6719	0.0000	-0.334313610	
3.6914	0.0000	-0.527510356	
3.7109	0.0000	-0.733182894	
3.7305	0.0000	-0.916685203	
3.7500	0.0000	-0.761238310	
3.7695	0.0000	-0.620726089	
3.7891	0.0000	-0.597306266	
3.8086	0.0000	-0.430935496	
3.8281	0.0000	-0.541732893	
3.8477	0.0000	-0.878579283	
3.8672	0.0000	-1.688383830	
3.8867	0.0000	-0.898734037	
3.9063	0.0000	-0.605798135	
3.9258	0.0000	-0.814641688	
3.9453	0.0000	-0.369785975	
3.9648	0.0000	1.212536826	
3.9844	0.0000	1.818355116	
4.0039	0.0000	1.852725688	
4.0234	0.0000	1.746953543	
4.0430	0.0000	1.866377174	
4.0625	0.0000	1.732032308	
4.0820	0.0000	1.366546013	
4.1016	0.0000	1.881540267	
4.1211	0.0000	2.674824635	
4.1406	0.0000	2.080783439	
4.1602	0.0000	1.843978525	
4.1797	0.0000	0.924209645	
4.1992	0.0000	-0.290403121	
4.2187	0.0000	-0.441402532	
4.2383	0.0000	-0.596271655	
4.2578	0.0000	-0.607148504	
4.2773	0.0000	-0.447952826	
4.2969	0.0000	0.051428212	
4.3164	0.0000	1.069149193	
