Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.553059864	
0.0195	0.0000	-0.038824773	
0.0391	0.0000	-0.534127833	
0.0586	0.0000	-0.960400863	
0.0781	0.0000	-1.250219496	
0.0977	0.0000	-1.706180478	
0.1172	0.0000	-1.417040388	
0.1367	0.0000	-1.253498002	
0.1562	0.0000	-1.149318083	
0.1758	0.0000	-0.151080030	
0.1953	0.0000	0.562243714	
0.2148	0.0000	0.099174822	
0.2344	0.0000	0.707485583	
0.2539	0.0000	1.072105224	
0.2734	0.0000	1.038809571	
0.2930	0.0000	1.052776815	
0.3125	0.0000	0.998634430	
0.3320	0.0000	1.292074200	
0.3516	0.0000	1.367096910	
0.3711	0.0000	1.395360592	
0.3906	0.0000	0.962812715	
0.4102	0.0000	0.173156203	
0.4297	0.0000	-0.164482941	
0.4492	0.0000	0.068492570	
0.4688	0.0000	-0.079248490	
0.4883	0.0000	-0.480858820	
0.5078	0.0000	0.095688050	
0.5273	0.0000	0.681768118	
0.5469	0.0000	0.693310074	
0.5664	0.0000	0.669614802	
0.5859	0.0000	0.676595065	
0.6055	0.0000	0.535888015	
0.6250	0.0000	0.765497681	
0.6445	0.0000	0.712658637	
0.6641	0.0000	0.824638446	
0.6836	0.0000	0.852270612	
0.7031	0.0000	0.922751784	
0.7227	0.0000	1.067651023	
0.7422	0.0000	0.519152851	
0.7617	0.0000	-0.174043012	
0.7812	0.0000	0.135090592	
0.8008	0.0000	0.663837106	
0.8203	0.0000	0.827950543	
0.8398	0.0000	0.921676864	
0.8594	0.0000	0.967985769	
0.8789	0.0000	0.864229099	
0.8984	0.0000	0.610514347	
0.9180	0.0000	0.538702962	
0.9375	0.0000	-0.301239660	
0.9570	0.0000	-1.330348076	
0.9766	0.0000	-1.445102523	
0.9961	0.0000	-1.634019743	
1.0156	0.0000	-1.379942206	
1.0352	0.0000	-1.560857989	
1.0547	0.0000	-0.678321656	
1.0742	0.0000	0.482142006	
1.0938	0.0000	0.815609116	
1.1133	0.0000	0.691677539	
1.1328	0.0000	0.687183029	
1.1523	0.0000	0.595935743	
1.1719	0.0000	0.697132759	
1.1914	0.0000	0.725221766	
1.2109	0.0000	0.733364287	
1.2305	0.0000	0.629439661	
1.2500	0.0000	0.391727783	
1.2695	0.0000	0.028512258	
1.2891	0.0000	0.229757468	
1.3086	0.0000	0.480220586	
1.3281	0.0000	0.504715330	
1.3477	0.0000	0.436061522	
1.3672	0.0000	0.362355590	
1.3867	0.0000	0.448214838	
1.4062	0.0000	0.668096477	
1.4258	0.0000	0.655990189	
1.4453	0.0000	0.433045027	
1.4648	0.0000	0.491863315	
1.4844	0.0000	0.670609103	
1.5039	0.0000	0.527557383	
1.5234	0.0000	-0.778544525	
1.5430	0.0000	-1.570854746	
1.5625	0.0000	-1.553582123	
