Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.426823927	
0.0195	0.0000	-0.322677599	
0.0391	0.0000	-0.254299239	
0.0586	0.0000	-0.373252593	
0.0781	0.0000	-0.428395998	
0.0977	0.0000	-0.533670992	
0.1172	0.0000	-0.834514275	
0.1367	0.0000	-0.930612138	
0.1562	0.0000	-0.318324172	
0.1758	0.0000	-0.197771875	
0.1953	0.0000	-0.440246992	
0.2148	0.0000	-0.580752495	
0.2344	0.0000	-0.470734416	
0.2539	0.0000	-0.409235546	
0.2734	0.0000	-0.435665145	
0.2930	0.0000	-0.499367602	
0.3125	0.0000	-0.474631001	
0.3320	0.0000	-0.316174332	
0.3516	0.0000	-0.300641735	
0.3711	0.0000	-0.244060625	
0.3906	0.0000	-0.279559863	
0.4102	0.0000	-0.429282807	
0.4297	0.0000	-0.540872957	
0.4492	0.0000	-0.159625645	
0.4688	0.0000	-0.050198772	
0.4883	0.0000	-0.173572735	
0.5078	0.0000	-0.277302531	
0.5273	0.0000	-0.350665833	
0.5469	0.0000	-0.148768952	
0.5664	0.0000	-0.080672759	
0.5859	0.0000	0.048035495	
0.6055	0.0000	-0.013275264	
0.6250	0.0000	-0.077877966	
0.6445	0.0000	-0.107733874	
0.6641	0.0000	-0.137898821	
0.6836	0.0000	-0.105463105	
0.7031	0.0000	-0.296140507	
0.7227	0.0000	-0.224698625	
0.7422	0.0000	0.016379096	
0.7617	0.0000	1.291704696	
0.7812	0.0000	2.168208040	
0.8008	0.0000	2.020352770	
0.8203	0.0000	0.587511056	
0.8398	0.0000	-0.439628913	
0.8594	0.0000	-0.153323926	
0.8789	0.0000	-0.073954508	
0.8984	0.0000	-0.134633751	
0.9180	0.0000	-0.010937313	
0.9375	0.0000	-0.089339303	
0.9570	0.0000	-0.086248907	
0.9766	0.0000	-0.097696807	
0.9961	0.0000	-0.101190298	
1.0156	0.0000	0.036842889	
1.0352	0.0000	0.093665856	
1.0547	0.0000	0.102399583	
1.0742	0.0000	0.283295211	
1.0938	0.0000	0.501799609	
1.1133	0.0000	0.461261682	
1.1328	0.0000	0.441335349	
1.1523	0.0000	0.332351880	
1.1719	0.0000	0.140021789	
1.1914	0.0000	0.299526506	
1.2109	0.0000	0.411264457	
1.2305	0.0000	0.365083200	
1.2500	0.0000	0.409141490	
1.2695	0.0000	0.364088898	
1.2891	0.0000	0.264148195	
1.3086	0.0000	0.156548686	
1.3281	0.0000	0.134284402	
1.3477	0.0000	-0.025556227	
1.3672	0.0000	-0.103393884	
1.3867	0.0000	-0.019644166	
1.4062	0.0000	0.132618276	
1.4258	0.0000	0.163226628	
1.4453	0.0000	0.174150504	
1.4648	0.0000	-0.210455933	
1.4844	0.0000	-0.539059029	
1.5039	0.0000	-0.952674874	
1.5234	0.0000	-0.836798480	
1.5430	0.0000	-0.525219432	
1.5625	0.0000	-0.056379563	
1.5820	0.0000	0.211987694	
1.6016	0.0000	0.221984452	
1.6211	0.0000	0.236643676	
1.6406	0.0000	-0.060773299	
1.6602	0.0000	-0.011447900	
1.6797	0.0000	0.336409704	
1.6992	0.0000	0.215575240	
1.7188	0.0000	0.349349056	
1.7383	0.0000	0.289610367	
1.7578	0.0000	0.172067846	
1.7773	0.0000	-0.443713610	
1.7969	0.0000	-1.592225503	
1.8164	0.0000	-1.278738472	
1.8359	0.0000	0.049701621	
1.8555	0.0000	0.236025596	
1.8750	0.0000	-0.091757873	
1.8945	0.0000	-0.905875537	
1.9141	0.0000	-1.383140093	
1.9336	0.0000	-1.519104058	
1.9531	0.0000	-1.794901701	
1.9727	0.0000	-1.704366550	
1.9922	0.0000	-0.617783495	
2.0117	0.0000	0.317450799	
2.0312	0.0000	0.298236601	
2.0508	0.0000	0.389833236	
2.0703	0.0000	0.438500247	
2.0898	0.0000	0.346970795	
2.1094	0.0000	0.398419161	
2.1289	0.0000	0.407381308	
2.1484	0.0000	0.435732328	
2.1680	0.0000	0.493253993	
2.1875	0.0000	0.464096784	
2.2070	0.0000	0.328871826	
2.2266	0.0000	0.433260011	
2.2461	0.0000	-0.289623804	
2.2656	0.0000	-1.818563381	
2.2852	0.0000	-2.008192736	
2.3047	0.0000	-1.845906663	
2.3242	0.0000	-1.961285907	
2.3438	0.0000	-2.060084507	
2.3633	0.0000	-1.924940169	
2.3828	0.0000	-1.144521252	
2.4023	0.0000	-0.073108008	
2.4219	0.0000	0.603070525	
2.4414	0.0000	0.395382512	
2.4609	0.0000	-0.701103245	
2.4805	0.0000	-0.824893739	
2.5000	0.0000	0.224429895	
2.5195	0.0000	0.287756130	
2.5391	0.0000	0.457486025	
2.5586	0.0000	1.014496221	
2.5781	0.0000	0.545911645	
2.5977	0.0000	-0.747271066	
2.6172	0.0000	-1.590183155	
2.6367	0.0000	-1.253625649	
2.6562	0.0000	0.016379096	
2.6758	0.0000	0.376531099	
2.6953	0.0000	0.441254730	
2.7148	0.0000	0.175789757	
2.7344	0.0000	0.234225105	
2.7539	0.0000	0.394159790	
2.7734	0.0000	0.580859987	
2.7930	0.0000	0.498736086	
2.8125	0.0000	0.380642669	
2.8320	0.0000	0.293936921	
2.8516	0.0000	0.302831885	
2.8711	0.0000	0.184698158	
2.8906	0.0000	-0.057602285	
2.9102	0.0000	-2.110646065	
2.9297	0.0000	-3.255086698	
2.9492	0.0000	-1.780054366	
2.9688	0.0000	-0.079275363	
2.9883	0.0000	0.726296686	
3.0078	0.0000	0.890369814	
3.0273	0.0000	1.360862373	
3.0469	0.0000	2.338381340	
3.0664	0.0000	2.885152921	
3.0859	0.0000	2.856909393	
3.1055	0.0000	1.851805288	
3.1250	0.0000	0.662621103	
3.1445	0.0000	0.463519014	
3.1641	0.0000	0.398486344	
3.1836	0.0000	0.499797570	
3.2031	0.0000	0.393850751	
3.2227	0.0000	0.515612333	
3.2422	0.0000	0.715104080	
3.2617	0.0000	0.539206831	
3.2812	0.0000	0.562116067	
3.3008	0.0000	0.780687647	
3.3203	0.0000	0.836274456	
3.3398	0.0000	0.873547313	
3.3594	0.0000	0.995886665	
3.3789	0.0000	0.897303049	
3.3984	0.0000	0.860527343	
3.4180	0.0000	0.923853577	
3.4375	0.0000	0.844605088	
3.4570	0.0000	0.620094574	
3.4766	0.0000	0.493455541	
3.4961	0.0000	0.725275512	
3.5156	0.0000	0.523795163	
3.5352	0.0000	0.664179737	
3.5547	0.0000	0.666020538	
3.5742	0.0000	0.085388971	
3.5938	0.0000	0.087283518	
3.6133	0.0000	0.635976519	
3.6328	0.0000	1.186658123	
3.6523	0.0000	2.547963900	
3.6719	0.0000	2.984959259	
3.6914	0.0000	2.701019096	
3.7109	0.0000	0.766740558	
3.7305	0.0000	-0.385896341	
3.7500	0.0000	0.433891527	
3.7695	0.0000	0.933581605	
3.7891	0.0000	0.996625673	
3.8086	0.0000	0.902207372	
3.8281	0.0000	0.813096490	
3.8477	0.0000	0.778819973	
3.8672	0.0000	0.754714888	
3.8867	0.0000	0.754607396	
3.9063	0.0000	0.687156156	
3.9258	0.0000	0.776979172	
3.9453	0.0000	0.806270747	
3.9648	0.0000	0.716434294	
3.9844	0.0000	0.425493713	
4.0039	0.0000	0.797389219	
4.0234	0.0000	0.879916215	
4.0430	0.0000	0.875132821	
4.0625	0.0000	0.916544120	
4.0820	0.0000	1.015732379	
4.1016	0.0000	1.018352497	
4.1211	0.0000	0.894118598	
4.1406	0.0000	0.834272418	
4.1602	0.0000	0.872257409	
4.1797	0.0000	1.078440534	
4.1992	0.0000	1.116815184	
4.2187	0.0000	1.120725207	
4.2383	0.0000	1.082276656	
4.2578	0.0000	1.465935819	
4.2773	0.0000	1.534596345	
4.2969	0.0000	1.272094121	
4.3164	0.0000	1.374648224	
4.3359	0.0000	1.300351085	
4.3555	0.0000	1.130506980	
4.3750	0.0000	0.873540595	
4.3945	0.0000	0.765679074	
4.4141	0.0000	1.047240976	
4.4336	0.0000	0.916456783	
4.4531	0.0000	0.699947706	
4.4727	0.0000	1.039441087	
4.4922	0.0000	1.181928474	
4.5117	0.0000	1.334331999	
4.5312	0.0000	1.375037882	
4.5508	0.0000	1.151058110	
4.5703	0.0000	0.206539193	
4.5898	0.0000	0.484211227	
4.6094	0.0000	1.350509548	
4.6289	0.0000	1.303569128	
4.6484	0.0000	1.115048284	
4.6680	0.0000	1.132925550	
4.6875	0.0000	0.439514703	
4.7070	0.0000	-1.476389418	
4.7266	0.0000	-2.488816417	
4.7461	0.0000	-5.511874878	
4.7656	0.0000	-9.214148521	
4.7852	0.0000	-10.454377978	
4.8047	0.0000	-10.120574955	
4.8242	0.0000	-10.023818704	
4.8437	0.0000	-9.370549406	
4.8633	0.0000	-5.396072384	
4.8828	0.0000	0.024286478	
4.9023	0.0000	1.527098777	
4.9219	0.0000	1.390939983	
4.9414	0.0000	1.247753898	
4.9609	0.0000	1.168404634	
4.9805	0.0000	0.697703810	
0.0000	0.0195	-0.227721838	
0.0195	0.0195	-0.209461632	
0.0391	0.0195	-0.293963794	
