Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	1.853119546	
0.0195	0.0000	-0.271927799	
0.0391	0.0000	1.301704288	
0.0586	0.0000	1.160072848	
0.0781	0.0000	-1.216801445	
0.0977	0.0000	-2.957806607	
0.1172	0.0000	-2.700871084	
0.1367	0.0000	-2.461403014	
0.1562	0.0000	-1.557889676	
0.1758	0.0000	-1.318220059	
0.1953	0.0000	1.000560049	
0.2148	0.0000	1.263340450	
0.2344	0.0000	1.728058042	
0.2539	0.0000	0.732120308	
0.2734	0.0000	0.346146051	
0.2930	0.0000	0.029651933	
0.3125	0.0000	-1.069491509	
0.3320	0.0000	-0.801753091	
0.3516	0.0000	1.838119161	
0.3711	0.0000	3.579237273	
0.3906	0.0000	4.554340189	
0.4102	0.0000	1.900728012	
0.4297	0.0000	-1.484179545	
0.4492	0.0000	-1.137783896	
0.4688	0.0000	-1.344488315	
0.4883	0.0000	-1.296893495	
0.5078	0.0000	-0.550264705	
0.5273	0.0000	0.369009729	
0.5469	0.0000	0.700961217	
0.5664	0.0000	0.709133287	
0.5859	0.0000	-0.836411078	
0.6055	0.0000	-1.365497546	
0.6250	0.0000	-0.984475926	
0.6445	0.0000	-0.466294544	
0.6641	0.0000	-1.130444731	
0.6836	0.0000	-1.226553302	
0.7031	0.0000	-1.759482662	
0.7227	0.0000	-0.361814980	
0.7422	0.0000	-0.176670714	
0.7617	0.0000	0.696677754	
0.7812	0.0000	1.777566514	
0.8008	0.0000	0.109897650	
0.8203	0.0000	0.290406322	
0.8398	0.0000	0.666012980	
0.8594	0.0000	-0.429153270	
0.8789	0.0000	-0.864520136	
0.8984	0.0000	-0.786881297	
0.9180	0.0000	-0.824997977	
0.9375	0.0000	-0.135756473	
0.9570	0.0000	-0.170675239	
0.9766	0.0000	-0.894322245	
0.9961	0.0000	-1.089350344	
1.0156	0.0000	-1.045289429	
1.0352	0.0000	-0.471252456	
1.0547	0.0000	0.280737526	
1.0742	0.0000	-1.134110062	
1.0938	0.0000	-1.108766090	
1.1133	0.0000	-1.962182794	
1.1328	0.0000	-2.070693256	
1.1523	0.0000	-0.658097673	
1.1719	0.0000	-0.305333069	
1.1914	0.0000	-1.031250804	
1.2109	0.0000	-0.920827005	
1.2305	0.0000	0.098119420	
1.2500	0.0000	0.758781477	
1.2695	0.0000	-1.205780260	
1.2891	0.0000	-2.105633410	
1.3086	0.0000	-0.289405382	
1.3281	0.0000	1.303628962	
1.3477	0.0000	1.191866867	
1.3672	0.0000	0.100032843	
1.3867	0.0000	0.830175072	
1.4062	0.0000	-0.631337462	
1.4258	0.0000	-0.679652394	
1.4453	0.0000	-0.621053131	
1.4648	0.0000	0.756903201	
1.4844	0.0000	0.966461565	
1.5039	0.0000	1.228395467	
1.5234	0.0000	0.418862301	
1.5430	0.0000	-1.072895773	
1.5625	0.0000	-1.132631732	
1.5820	0.0000	-0.425963098	
1.6016	0.0000	1.459113645	
1.6211	0.0000	1.296857175	
1.6406	0.0000	1.616272328	
1.6602	0.0000	2.056898377	
1.6797	0.0000	2.080589449	
1.6992	0.0000	2.076547791	
1.7188	0.0000	2.196740032	
1.7383	0.0000	1.548834629	
1.7578	0.0000	1.105338732	
1.7773	0.0000	-0.626583407	
1.7969	0.0000	-1.344398984	
1.8164	0.0000	-0.440603427	
1.8359	0.0000	-0.227430591	
1.8555	0.0000	0.216285708	
1.8750	0.0000	0.854293855	
1.8945	0.0000	-0.732084092	
1.9141	0.0000	-0.846546977	
1.9336	0.0000	1.305042839	
1.9531	0.0000	2.120520214	
1.9727	0.0000	0.387388869	
1.9922	0.0000	0.828014787	
2.0117	0.0000	0.801372880	
2.0312	0.0000	1.860387014	
2.0508	0.0000	1.324179147	
2.0703	0.0000	0.718544927	
2.0898	0.0000	1.637590913	
2.1094	0.0000	2.152278857	
2.1289	0.0000	1.805109244	
2.1484	0.0000	2.043878616	
2.1680	0.0000	2.784676018	
2.1875	0.0000	1.485462941	
2.2070	0.0000	0.642096688	
2.2266	0.0000	0.366073328	
2.2461	0.0000	0.663681117	
2.2656	0.0000	0.284989417	
2.2852	0.0000	-1.094251413	
2.3047	0.0000	-2.940639166	
2.3242	0.0000	-2.609950683	
2.3438	0.0000	-0.397439740	
2.3633	0.0000	0.793735750	
2.3828	0.0000	0.311327717	
2.4023	0.0000	-0.654942194	
2.4219	0.0000	-1.615340381	
2.4414	0.0000	-0.478313968	
2.4609	0.0000	1.197193600	
