Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.487380142	
0.0195	0.0000	-1.157801975	
0.0391	0.0000	0.045630811	
0.0586	0.0000	0.329200653	
0.0781	0.0000	-1.668331111	
0.0977	0.0000	-3.240516911	
0.1172	0.0000	-2.737932106	
0.1367	0.0000	-1.086889050	
0.1562	0.0000	-0.380150032	
0.1758	0.0000	0.022050676	
0.1953	0.0000	-1.375809956	
0.2148	0.0000	-1.547898797	
0.2344	0.0000	-0.254522044	
0.2539	0.0000	-0.405529013	
0.2734	0.0000	0.705339680	
0.2930	0.0000	1.246729155	
0.3125	0.0000	0.098491863	
0.3320	0.0000	0.092142290	
0.3516	0.0000	1.055693166	
0.3711	0.0000	0.612402019	
0.3906	0.0000	-0.358742194	
0.4102	0.0000	1.030960765	
0.4297	0.0000	0.689383938	
0.4492	0.0000	-1.942149179	
0.4688	0.0000	-2.474067547	
0.4883	0.0000	-0.438606165	
0.5078	0.0000	1.368044918	
0.5273	0.0000	0.340668996	
0.5469	0.0000	0.092381765	
0.5664	0.0000	1.548393848	
0.5859	0.0000	0.924395236	
0.6055	0.0000	-1.165619919	
0.6250	0.0000	-1.772581152	
0.6445	0.0000	-0.367600864	
0.6641	0.0000	-0.026509374	
0.6836	0.0000	0.370101759	
0.7031	0.0000	0.415630507	
0.7227	0.0000	0.061947353	
0.7422	0.0000	0.213113894	
0.7617	0.0000	-0.663128278	
0.7812	0.0000	-1.624289091	
0.8008	0.0000	-0.557693673	
0.8203	0.0000	-0.550700813	
0.8398	0.0000	1.090466309	
0.8594	0.0000	1.452384372	
0.8789	0.0000	0.032917892	
0.8984	0.0000	-1.104919576	
0.9180	0.0000	-0.455823100	
0.9375	0.0000	0.235813316	
0.9570	0.0000	-0.107241579	
0.9766	0.0000	-0.803945182	
0.9961	0.0000	-1.732038816	
1.0156	0.0000	-0.044865094	
1.0352	0.0000	-0.068037172	
1.0547	0.0000	-0.349176664	
1.0742	0.0000	0.950313619	
1.0938	0.0000	0.609838586	
1.1133	0.0000	-1.242095136	
1.1328	0.0000	-1.807174896	
1.1523	0.0000	-2.243680663	
1.1719	0.0000	-1.871873124	
1.1914	0.0000	1.198494316	
1.2109	0.0000	2.571509270	
1.2305	0.0000	1.336391458	
1.2500	0.0000	1.484172092	
1.2695	0.0000	2.576041570	
1.2891	0.0000	3.084498126	
1.3086	0.0000	1.399795058	
1.3281	0.0000	1.745965540	
1.3477	0.0000	1.510120497	
1.3672	0.0000	0.336474813	
1.3867	0.0000	0.028825119	
1.4062	0.0000	1.211686547	
1.4258	0.0000	0.961625789	
1.4453	0.0000	-0.277119800	
1.4648	0.0000	-0.178382491	
1.4844	0.0000	0.350860347	
1.5039	0.0000	0.353459470	
1.5234	0.0000	2.130590663	
1.5430	0.0000	2.648842429	
1.5625	0.0000	0.157747619	
1.5820	0.0000	-2.584408102	
1.6016	0.0000	-1.824527719	
1.6211	0.0000	-0.034806649	
1.6406	0.0000	0.485218755	
1.6602	0.0000	0.210569093	
1.6797	0.0000	-1.015371483	
1.6992	0.0000	-0.897594663	
1.7188	0.0000	-0.417059133	
1.7383	0.0000	0.787273895	
1.7578	0.0000	1.199081743	
1.7773	0.0000	1.637171337	
1.7969	0.0000	1.153033171	
1.8164	0.0000	0.441818118	
1.8359	0.0000	0.972135863	
1.8555	0.0000	0.426445107	
1.8750	0.0000	0.025116109	
1.8945	0.0000	-0.855855691	
1.9141	0.0000	-0.337603926	
1.9336	0.0000	0.549573879	
1.9531	0.0000	-0.107397988	
1.9727	0.0000	0.235991165	
1.9922	0.0000	-0.591583996	
2.0117	0.0000	-3.118916986	
2.0312	0.0000	-3.220867286	
2.0508	0.0000	-1.149087143	
2.0703	0.0000	-0.329857677	
2.0898	0.0000	0.597374341	
2.1094	0.0000	1.071540995	
2.1289	0.0000	1.625372619	
2.1484	0.0000	1.152144892	
2.1680	0.0000	0.143459119	
