Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.924068981	
0.0195	0.0000	-0.982723302	
0.0391	0.0000	-0.139654043	
0.0586	0.0000	1.502067518	
0.0781	0.0000	2.003244954	
0.0977	0.0000	0.681505739	
0.1172	0.0000	-2.296793056	
0.1367	0.0000	-2.461071720	
0.1562	0.0000	-2.219541147	
0.1758	0.0000	-1.385608736	
0.1953	0.0000	0.234721915	
0.2148	0.0000	0.458046001	
0.2344	0.0000	-0.794589388	
0.2539	0.0000	-2.404192277	
0.2734	0.0000	-3.248505751	
0.2930	0.0000	-4.222347315	
0.3125	0.0000	-3.056586732	
0.3320	0.0000	-2.364987293	
0.3516	0.0000	-0.687981398	
0.3711	0.0000	1.125821420	
0.3906	0.0000	1.509510186	
0.4102	0.0000	-0.155128669	
0.4297	0.0000	0.450248894	
0.4492	0.0000	1.735970357	
0.4688	0.0000	-0.528702373	
0.4883	0.0000	-0.050890926	
0.5078	0.0000	-0.678083997	
0.5273	0.0000	-2.308486592	
0.5469	0.0000	-1.029053516	
0.5664	0.0000	-1.081123951	
0.5859	0.0000	-0.288307158	
0.6055	0.0000	-0.863514393	
0.6250	0.0000	0.205247845	
0.6445	0.0000	0.967953437	
0.6641	0.0000	-0.267160754	
0.6836	0.0000	-1.244495651	
0.7031	0.0000	-1.194878638	
0.7227	0.0000	-2.014280941	
0.7422	0.0000	-0.865383326	
0.7617	0.0000	0.654670682	
0.7812	0.0000	-0.185316264	
0.8008	0.0000	-0.035194237	
0.8203	0.0000	-0.484662715	
0.8398	0.0000	-0.087080612	
0.8594	0.0000	0.229344978	
0.8789	0.0000	-3.477803439	
0.8984	0.0000	-1.355525352	
0.9180	0.0000	0.762627676	
0.9375	0.0000	0.838109956	
0.9570	0.0000	0.837581891	
0.9766	0.0000	0.613846705	
0.9961	0.0000	1.586645366	
1.0156	0.0000	1.136034841	
1.0352	0.0000	-0.612528353	
1.0547	0.0000	0.091352226	
1.0742	0.0000	-0.012878747	
1.0938	0.0000	-0.893282701	
1.1133	0.0000	-0.207957924	
1.1328	0.0000	1.218981098	
1.1523	0.0000	2.328953114	
1.1719	0.0000	1.857502575	
1.1914	0.0000	0.366315526	
1.2109	0.0000	-0.688333004	
1.2305	0.0000	-0.972102482	
1.2500	0.0000	0.855956465	
1.2695	0.0000	2.524376330	
1.2891	0.0000	0.891487983	
1.3086	0.0000	-0.937909208	
1.3281	0.0000	-0.305094309	
1.3477	0.0000	0.912853386	
1.3672	0.0000	0.636312747	
1.3867	0.0000	-0.644713972	
1.4062	0.0000	0.102472460	
1.4258	0.0000	1.310907137	
1.4453	0.0000	2.220070629	
1.4648	0.0000	2.105789189	
1.4844	0.0000	2.373010145	
1.5039	0.0000	0.942556243	
1.5234	0.0000	-0.444175437	
1.5430	0.0000	0.565264617	
1.5625	0.0000	2.406209222	
1.5820	0.0000	4.120662386	
1.6016	0.0000	4.716674969	
1.6211	0.0000	2.454380342	
1.6406	0.0000	0.952363630	
1.6602	0.0000	0.462827507	
1.6797	0.0000	1.516943931	
1.6992	0.0000	2.070013243	
1.7188	0.0000	-0.605144628	
1.7383	0.0000	0.306988278	
1.7578	0.0000	1.939129535	
1.7773	0.0000	1.412011567	
1.7969	0.0000	2.487868304	
1.8164	0.0000	1.938969767	
1.8359	0.0000	-0.298144698	
1.8555	0.0000	1.149916532	
1.8750	0.0000	1.338507287	
1.8945	0.0000	0.314520881	
1.9141	0.0000	0.403909888	
1.9336	0.0000	1.681448496	
1.9531	0.0000	1.700000316	
1.9727	0.0000	-1.005255371	
1.9922	0.0000	-0.593054348	
2.0117	0.0000	0.254717739	
2.0312	0.0000	1.064760181	
2.0508	0.0000	0.303873870	
2.0703	0.0000	-1.338366309	
2.0898	0.0000	-1.473568382	
2.1094	0.0000	-2.161521281	
2.1289	0.0000	-1.510177497	
2.1484	0.0000	0.770154164	
2.1680	0.0000	1.163087139	
2.1875	0.0000	-0.725081313	
2.2070	0.0000	0.298964246	
2.2266	0.0000	1.537335502	
2.2461	0.0000	0.873581692	
2.2656	0.0000	0.189404398	
2.2852	0.0000	-1.895985137	
2.3047	0.0000	-2.403324573	
2.3242	0.0000	-3.017672313	
2.3438	0.0000	-2.165640828	
2.3633	0.0000	1.280750693	
2.3828	0.0000	1.224837418	
2.4023	0.0000	-0.705696324	
2.4219	0.0000	-0.461814415	
2.4414	0.0000	0.465313679	
2.4609	0.0000	-0.666608175	
2.4805	0.0000	-1.510626045	
2.5000	0.0000	-0.236742219	
2.5195	0.0000	1.757620341	
2.5391	0.0000	1.800895221	
2.5586	0.0000	1.787468166	
2.5781	0.0000	2.190223329	
2.5977	0.0000	0.897748763	
2.6172	0.0000	1.875599653	
2.6367	0.0000	2.897710382	
2.6562	0.0000	1.474256688	
2.6758	0.0000	1.844925379	
2.6953	0.0000	-0.074980051	
2.7148	0.0000	-3.524523836	
2.7344	0.0000	-4.515510377	
2.7539	0.0000	-3.190957212	
2.7734	0.0000	-2.178547638	
2.7930	0.0000	0.044490660	
2.8125	0.0000	0.714793413	
2.8320	0.0000	2.676760541	
2.8516	0.0000	2.790765272	
2.8711	0.0000	0.366655034	
2.8906	0.0000	-1.669906226	
2.9102	0.0000	-3.867799593	
2.9297	0.0000	-3.047209523	
2.9492	0.0000	1.624255185	
2.9688	0.0000	3.176207502	
2.9883	0.0000	0.470172602	
3.0078	0.0000	-0.431004201	
3.0273	0.0000	1.357013970	
3.0469	0.0000	2.985406442	
3.0664	0.0000	3.983936319	
3.0859	0.0000	1.188454415	
3.1055	0.0000	0.165462336	
3.1250	0.0000	1.221567415	
3.1445	0.0000	1.086875823	
3.1641	0.0000	0.811007009	
3.1836	0.0000	-0.017330478	
3.2031	0.0000	2.390620990	
3.2227	0.0000	1.661162737	
3.2422	0.0000	-1.508727090	
3.2617	0.0000	-0.503707645	
3.2812	0.0000	-0.728652116	
3.3008	0.0000	0.109217250	
3.3203	0.0000	-0.765946492	
3.3398	0.0000	-1.073807670	
3.3594	0.0000	-2.209317018	
3.3789	0.0000	-2.662077383	
3.3984	0.0000	-3.866327876	
3.4180	0.0000	-1.827987618	
3.4375	0.0000	-0.040842879	
3.4570	0.0000	1.118844201	
3.4766	0.0000	-1.229296133	
3.4961	0.0000	-2.418000593	
3.5156	0.0000	-0.982381511	
3.5352	0.0000	-0.026794962	
3.5547	0.0000	0.342462953	
3.5742	0.0000	-1.350741852	
3.5938	0.0000	-0.284935671	
3.6133	0.0000	-1.228329964	
3.6328	0.0000	-2.258591191	
3.6523	0.0000	-1.286786726	
3.6719	0.0000	-1.200447858	
3.6914	0.0000	-2.874962384	
3.7109	0.0000	-2.806655406	
3.7305	0.0000	-0.975196971	
3.7500	0.0000	-0.787694573	
3.7695	0.0000	-2.864484641	
3.7891	0.0000	-5.529793713	
3.8086	0.0000	-2.220333270	
3.8281	0.0000	0.064136722	
3.8477	0.0000	-0.174042737	
3.8672	0.0000	-0.308062437	
3.8867	0.0000	1.654563105	
3.9063	0.0000	1.753115859	
3.9258	0.0000	1.900752156	
3.9453	0.0000	1.739698147	
3.9648	0.0000	-0.543100372	
3.9844	0.0000	0.043492963	
4.0039	0.0000	3.800912685	
4.0234	0.0000	2.431111050	
4.0430	0.0000	1.440648742	
4.0625	0.0000	-0.196284071	
4.0820	0.0000	-2.098681909	
4.1016	0.0000	-2.252829451	
4.1211	0.0000	-0.755778629	
4.1406	0.0000	0.559825563	
4.1602	0.0000	0.626869720	
4.1797	0.0000	-0.898352041	
4.1992	0.0000	-0.930213977	
4.2187	0.0000	0.964140725	
4.2383	0.0000	0.725464096	
4.2578	0.0000	1.010730431	
4.2773	0.0000	1.839167418	
4.2969	0.0000	3.456071786	
4.3164	0.0000	2.142891570	
4.3359	0.0000	1.726355910	
4.3555	0.0000	1.491575920	
4.3750	0.0000	0.210831368	
4.3945	0.0000	-1.438892969	
4.4141	0.0000	-1.355993740	
4.4336	0.0000	-0.153578629	
4.4531	0.0000	-0.122907123	
4.4727	0.0000	-0.036675664	
4.4922	0.0000	-0.364570644	
4.5117	0.0000	-1.687102744	
4.5312	0.0000	1.179853164	
4.5508	0.0000	1.029145367	
4.5703	0.0000	0.414085440	
4.5898	0.0000	3.229163066	
4.6094	0.0000	3.341393970	
4.6289	0.0000	0.535969316	
4.6484	0.0000	-0.403595548	
4.6680	0.0000	-0.276947094	
4.6875	0.0000	-1.188335586	
4.7070	0.0000	-0.423748910	
4.7266	0.0000	-0.333311855	
4.7461	0.0000	-3.045863564	
4.7656	0.0000	-1.913895994	
4.7852	0.0000	-0.818018869	
4.8047	0.0000	-2.199617753	
4.8242	0.0000	-0.980581650	
4.8437	0.0000	-1.985595689	
4.8633	0.0000	-4.149588656	
4.8828	0.0000	-2.363303952	
4.9023	0.0000	0.381299194	
4.9219	0.0000	2.362507419	
4.9414	0.0000	2.082903257	
4.9609	0.0000	1.103982800	
4.9805	0.0000	1.614458400	
0.0000	0.0195	0.800934251	
0.0195	0.0195	1.640715950	
0.0391	0.0195	2.231317821	
0.0586	0.0195	2.830209804	
0.0781	0.0195	2.538557509	
0.0977	0.0195	2.839266636	
0.1172	0.0195	0.183354219	
0.1367	0.0195	-1.854076057	
0.1562	0.0195	-1.967721572	
0.1758	0.0195	-3.367831757	
0.1953	0.0195	-2.026196599	
0.2148	0.0195	1.539784095	
0.2344	0.0195	3.059237922	
0.2539	0.0195	0.000525944	
0.2734	0.0195	-2.282886276	
0.2930	0.0195	-1.713541161	
0.3125	0.0195	-1.780333594	
0.3320	0.0195	-0.718419694	
0.3516	0.0195	0.276553604	
0.3711	0.0195	1.595010638	
0.3906	0.0195	1.293603337	
0.4102	0.0195	1.982627481	
0.4297	0.0195	-0.001755409	
0.4492	0.0195	-1.606436179	
0.4688	0.0195	-2.358450015	
0.4883	0.0195	-1.238194771	
0.5078	0.0195	-1.746994483	
0.5273	0.0195	-2.370152369	
0.5469	0.0195	-0.809246985	
0.5664	0.0195	-0.310497121	
0.5859	0.0195	-2.972025996	
0.6055	0.0195	-3.295496138	
0.6250	0.0195	-0.363865963	
0.6445	0.0195	0.242429638	
0.6641	0.0195	-0.018789090	
0.6836	0.0195	0.012625769	
0.7031	0.0195	-0.377690864	
0.7227	0.0195	-0.522603198	
0.7422	0.0195	-0.914962182	
0.7617	0.0195	-1.842913682	
0.7812	0.0195	-1.185384594	
0.8008	0.0195	-1.081573864	
0.8203	0.0195	-0.161724062	
0.8398	0.0195	0.595933748	
0.8594	0.0195	1.271709501	
0.8789	0.0195	-1.836395089	
0.8984	0.0195	-0.016622011	
0.9180	0.0195	1.019386373	
0.9375	0.0195	0.660296168	
0.9570	0.0195	1.877509316	
0.9766	0.0195	1.165966119	
0.9961	0.0195	0.963921752	
