Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.823576962	
0.0195	0.0000	-1.119623413	
0.0391	0.0000	-1.131219115	
0.0586	0.0000	-0.960924887	
0.0781	0.0000	-0.541262615	
0.0977	0.0000	0.098005847	
0.1172	0.0000	0.841608748	
0.1367	0.0000	1.193147953	
0.1562	0.0000	1.300169693	
0.1758	0.0000	1.621732062	
0.1953	0.0000	1.658870554	
0.2148	0.0000	1.513151688	
0.2344	0.0000	0.559831861	
0.2539	0.0000	-0.151751855	
0.2734	0.0000	-0.538978410	
0.2930	0.0000	-0.837335940	
0.3125	0.0000	-0.976242499	
0.3320	0.0000	-1.081168144	
0.3516	0.0000	-0.996276324	
0.3711	0.0000	-0.695379295	
0.3906	0.0000	-0.209112283	
0.4102	0.0000	0.370189070	
0.4297	0.0000	1.069021546	
0.4492	0.0000	1.432908897	
0.4688	0.0000	1.259282417	
0.4883	0.0000	0.877941049	
0.5078	0.0000	0.085765193	
0.5273	0.0000	-0.415886614	
0.5469	0.0000	-0.688526679	
0.5664	0.0000	-0.792256475	
0.5859	0.0000	-0.972386223	
0.6055	0.0000	-1.291906244	
0.6250	0.0000	-1.260612630	
0.6445	0.0000	-1.328937244	
0.6641	0.0000	-1.460843385	
0.6836	0.0000	-1.307519459	
0.7031	0.0000	-1.282406637	
0.7227	0.0000	-1.361090793	
0.7422	0.0000	-1.253880943	
0.7617	0.0000	-1.178703713	
0.7812	0.0000	-1.138179223	
0.8008	0.0000	-1.163238299	
0.8203	0.0000	-0.976874015	
0.8398	0.0000	-0.800788654	
0.8594	0.0000	-0.717764508	
0.8789	0.0000	-0.400609311	
0.8984	0.0000	-0.345103121	
0.9180	0.0000	-0.517802483	
0.9375	0.0000	-0.771214913	
0.9570	0.0000	-0.922563673	
0.9766	0.0000	-1.027973032	
0.9961	0.0000	-0.897222430	
1.0156	0.0000	-0.782958416	
1.0352	0.0000	-0.728486836	
1.0547	0.0000	-0.889187402	
1.0742	0.0000	-1.073966179	
1.0938	0.0000	-0.950095066	
1.1133	0.0000	-0.771591135	
1.1328	0.0000	-0.511756057	
1.1523	0.0000	-0.008559052	
1.1719	0.0000	0.686578386	
1.1914	0.0000	0.725665171	
1.2109	0.0000	0.660444389	
1.2305	0.0000	0.652530290	
1.2500	0.0000	0.587484183	
1.2695	0.0000	0.664206610	
1.2891	0.0000	0.090629207	
1.3086	0.0000	-0.169501474	
1.3281	0.0000	-0.201131000	
1.3477	0.0000	0.463169665	
1.3672	0.0000	1.180947609	
1.3867	0.0000	1.463624741	
1.4062	0.0000	1.223729432	
1.4258	0.0000	1.156385683	
1.4453	0.0000	0.739760062	
1.4648	0.0000	0.484103735	
1.4844	0.0000	-0.084421543	
1.5039	0.0000	-0.298545641	
1.5234	0.0000	-0.286063130	
1.5430	0.0000	-0.114546181	
1.5625	0.0000	-0.027020806	
1.5820	0.0000	-0.056312380	
1.6016	0.0000	-0.297094499	
1.6211	0.0000	-0.298223165	
1.6406	0.0000	-0.208346402	
1.6602	0.0000	-0.472252741	
1.6797	0.0000	-0.104683788	
1.6992	0.0000	0.417095899	
1.7188	0.0000	1.078588336	
1.7383	0.0000	1.730178070	
1.7578	0.0000	1.988387332	
1.7773	0.0000	2.114179865	
1.7969	0.0000	2.199595709	
1.8164	0.0000	2.345005535	
1.8359	0.0000	2.104102488	
1.8555	0.0000	1.462979789	
1.8750	0.0000	0.685839378	
1.8945	0.0000	0.035458929	
1.9141	0.0000	-0.570916976	
1.9336	0.0000	-1.168344170	
1.9531	0.0000	-1.609598900	
1.9727	0.0000	-2.138446188	
1.9922	0.0000	-2.148107033	
2.0117	0.0000	-1.985740341	
