Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	-0.880399929	
0.0195	0.0000	-0.472548344	
0.0391	0.0000	-0.144919394	
0.0586	0.0000	0.293150885	
0.0781	0.0000	0.669016878	
0.0977	0.0000	0.708950162	
0.1172	0.0000	0.517137376	
0.1367	0.0000	-0.004252653	
0.1562	0.0000	-0.571736602	
0.1758	0.0000	-0.920830364	
0.1953	0.0000	-0.995409669	
0.2148	0.0000	-0.769837672	
0.2344	0.0000	-0.177724614	
0.2539	0.0000	0.716340238	
0.2734	0.0000	1.057419127	
0.2930	0.0000	1.127127700	
0.3125	0.0000	1.119878707	
0.3320	0.0000	1.078695828	
0.3516	0.0000	1.015739097	
0.3711	0.0000	0.790556758	
0.3906	0.0000	0.469340379	
0.4102	0.0000	0.478823190	
0.4297	0.0000	0.706649161	
0.4492	0.0000	1.037264374	
0.4688	0.0000	1.073163348	
0.4883	0.0000	1.199799022	
0.5078	0.0000	1.145216591	
0.5273	0.0000	0.983263071	
0.5469	0.0000	0.693676218	
0.5664	0.0000	0.364277009	
0.5859	0.0000	-0.353141508	
0.6055	0.0000	-0.935791909	
0.6250	0.0000	-1.140930347	
0.6445	0.0000	-0.898001747	
0.6641	0.0000	-0.910111395	
0.6836	0.0000	-1.066703750	
0.7031	0.0000	-1.042427349	
0.7227	0.0000	-1.176916658	
0.7422	0.0000	-1.175132963	
0.7617	0.0000	-1.005110824	
0.7812	0.0000	-0.830829314	
0.8008	0.0000	0.051958954	
0.8203	0.0000	0.750828380	
0.8398	0.0000	0.999252509	
0.8594	0.0000	0.911119132	
0.8789	0.0000	1.027475882	
0.8984	0.0000	1.214777362	
0.9180	0.0000	1.256185303	
0.9375	0.0000	1.234791032	
0.9570	0.0000	1.139710984	
0.9766	0.0000	1.252775790	
0.9961	0.0000	1.280344134	
1.0156	0.0000	1.075783466	
1.0352	0.0000	0.877242351	
1.0547	0.0000	0.972853141	
1.0742	0.0000	1.110466437	
1.0938	0.0000	1.126264405	
1.1133	0.0000	0.836623805	
1.1328	0.0000	0.422399958	
1.1523	0.0000	-0.323020230	
1.1719	0.0000	-0.930350126	
1.1914	0.0000	-1.062907938	
1.2109	0.0000	-1.043680303	
1.2305	0.0000	-0.831874002	
1.2500	0.0000	-0.861864275	
1.2695	0.0000	-0.814477091	
1.2891	0.0000	-0.951331224	
1.3086	0.0000	-0.875270545	
1.3281	0.0000	-0.798027453	
1.3477	0.0000	-0.407646679	
1.3672	0.0000	0.347991969	
1.3867	0.0000	0.844292689	
1.4062	0.0000	0.899177441	
1.4258	0.0000	1.084423137	
1.4453	0.0000	1.147114497	
1.4648	0.0000	0.986195588	
1.4844	0.0000	0.708580658	
1.5039	0.0000	0.196189727	
1.5234	0.0000	-0.343719161	
1.5430	0.0000	-0.791789557	
1.5625	0.0000	-0.991566830	
1.5820	0.0000	-1.113143660	
1.6016	0.0000	-1.188310812	
1.6211	0.0000	-1.265856225	
1.6406	0.0000	-1.296521682	
1.6602	0.0000	-1.160278910	
1.6797	0.0000	-0.895650359	
1.6992	0.0000	-0.749558631	
1.7188	0.0000	-0.189313597	
1.7383	0.0000	0.416172140	
1.7578	0.0000	0.958022602	
1.7773	0.0000	1.109032091	
1.7969	0.0000	1.235506526	
1.8164	0.0000	1.235691278	
1.8359	0.0000	0.918008699	
1.8555	0.0000	0.597894113	
1.8750	0.0000	0.402416521	
1.8945	0.0000	0.214396187	
1.9141	0.0000	0.480784919	
1.9336	0.0000	0.892516295	
1.9531	0.0000	1.117722148	
1.9727	0.0000	1.239749102	
1.9922	0.0000	0.837550924	
2.0117	0.0000	0.360027716	
2.0312	0.0000	-0.275764052	
2.0508	0.0000	-0.705130836	
2.0703	0.0000	-0.935812064	
2.0898	0.0000	-0.972241781	
2.1094	0.0000	-0.985587586	
2.1289	0.0000	-1.138296792	
2.1484	0.0000	-1.216567776	
2.1680	0.0000	-0.878169470	
2.1875	0.0000	-0.476142608	
2.2070	0.0000	-0.565629712	
2.2266	0.0000	-0.941415086	
2.2461	0.0000	-1.122942229	
2.2656	0.0000	-0.938277662	
2.2852	0.0000	-0.678361965	
2.3047	0.0000	-0.519186442	
2.3242	0.0000	-0.249556154	
2.3438	0.0000	-0.167438971	
2.3633	0.0000	-0.162239045	
2.3828	0.0000	-0.559307838	
2.4023	0.0000	-0.726135448	
2.4219	0.0000	-0.735144623	
2.4414	0.0000	-0.831403724	
2.4609	0.0000	-0.909866179	
2.4805	0.0000	-0.919567333	
2.5000	0.0000	-0.863839440	
2.5195	0.0000	-0.701405566	
2.5391	0.0000	-0.773055714	
2.5586	0.0000	-0.817772393	
2.5781	0.0000	-0.815410928	
2.5977	0.0000	-0.634787389	
2.6172	0.0000	-0.187247735	
2.6367	0.0000	0.110313683	
2.6562	0.0000	0.280107401	
2.6758	0.0000	0.798820207	
2.6953	0.0000	0.995540675	
2.7148	0.0000	0.956517714	
2.7344	0.0000	0.592264218	
2.7539	0.0000	-0.142823299	
2.7734	0.0000	-0.551282887	
2.7930	0.0000	-0.916006660	
2.8125	0.0000	-0.921357747	
2.8320	0.0000	-0.925848898	
2.8516	0.0000	-1.016817376	
2.8711	0.0000	-0.852250457	
2.8906	0.0000	-0.903084104	
2.9102	0.0000	-0.875005174	
2.9297	0.0000	-0.995453338	
2.9492	0.0000	-1.030821571	
2.9688	0.0000	-0.891071871	
2.9883	0.0000	-0.996592082	
3.0078	0.0000	-1.098430690	
3.0273	0.0000	-1.037351711	
3.0469	0.0000	-1.026431194	
3.0664	0.0000	-0.655815514	
3.0859	0.0000	0.075610557	
3.1055	0.0000	0.901535547	
3.1250	0.0000	0.881162451	
3.1445	0.0000	0.255018092	
3.1641	0.0000	-0.398966699	
3.1836	0.0000	-0.307870573	
3.2031	0.0000	0.129107990	
3.2227	0.0000	0.554020574	
3.2422	0.0000	0.886866246	
3.2617	0.0000	1.084177921	
3.2812	0.0000	1.313885002	
3.3008	0.0000	1.096774641	
3.3203	0.0000	0.492263051	
3.3398	0.0000	-0.275542349	
3.3594	0.0000	-0.633641927	
3.3789	0.0000	-0.761211437	
3.3984	0.0000	-0.700723664	
3.4180	0.0000	-0.621569230	
3.4375	0.0000	-0.544971090	
3.4570	0.0000	-0.483851801	
3.4766	0.0000	-0.450546071	
3.4961	0.0000	-0.544564636	
