Data Size:	256 x 256
Surface Size:	5.0000 x 5.0000
X Unit:	MicroMeter
Y Unit:	MicroMeter
Z Unit:	NanoMeter

X	Y	Z
0.0000	0.0000	1.057546774	
0.0195	0.0000	-0.098133493	
0.0391	0.0000	-0.685234736	
0.0586	0.0000	-0.668405517	
0.0781	0.0000	-0.729843923	
0.0977	0.0000	-0.753774333	
0.1172	0.0000	-0.615338052	
0.1367	0.0000	-0.418829208	
0.1562	0.0000	-0.451983777	
0.1758	0.0000	-0.546180375	
0.1953	0.0000	-0.625999916	
0.2148	0.0000	-0.649493640	
0.2344	0.0000	-0.423746968	
0.2539	0.0000	0.892009067	
0.2734	0.0000	1.214941960	
0.2930	0.0000	1.388635623	
0.3125	0.0000	1.517437932	
0.3320	0.0000	0.179572133	
0.3516	0.0000	-0.754043063	
0.3711	0.0000	-0.879869188	
0.3906	0.0000	-1.032904229	
0.4102	0.0000	-0.762911155	
0.4297	0.0000	0.126222501	
0.4492	0.0000	0.906950458	
0.4688	0.0000	1.483315935	
0.4883	0.0000	1.521697303	
0.5078	0.0000	1.613972482	
0.5273	0.0000	1.551741322	
0.5469	0.0000	1.604446002	
0.5664	0.0000	1.467413835	
0.5859	0.0000	1.355339970	
0.6055	0.0000	1.407245178	
0.6250	0.0000	1.479479814	
0.6445	0.0000	1.468750767	
0.6641	0.0000	1.610835058	
0.6836	0.0000	1.538351848	
0.7031	0.0000	1.276924544	
0.7227	0.0000	0.421899449	
0.7422	0.0000	-0.254581406	
0.7617	0.0000	-0.273943406	
0.7812	0.0000	-0.649030081	
0.8008	0.0000	-0.619718351	
0.8203	0.0000	-0.708782206	
0.8398	0.0000	-0.709245765	
0.8594	0.0000	-0.471856364	
0.8789	0.0000	-0.760250727	
0.8984	0.0000	-0.975275071	
0.9180	0.0000	-0.516311031	
0.9375	0.0000	-0.507254829	
0.9570	0.0000	-0.909066707	
0.9766	0.0000	-1.110231298	
0.9961	0.0000	-0.974542782	
1.0156	0.0000	-0.986051146	
1.0352	0.0000	-0.882677416	
1.0547	0.0000	-0.545159201	
1.0742	0.0000	-0.440542595	
1.0938	0.0000	-0.642419322	
1.1133	0.0000	-0.682345888	
1.1328	0.0000	0.513899179	
1.1523	0.0000	1.765274214	
1.1719	0.0000	1.619360519	
1.1914	0.0000	1.628759352	
1.2109	0.0000	1.837448385	
1.2305	0.0000	1.812301971	
1.2500	0.0000	1.643042354	
1.2695	0.0000	0.514436639	
1.2891	0.0000	-0.338667036	
1.3086	0.0000	-0.405748773	
1.3281	0.0000	-0.306674725	
1.3477	0.0000	0.231262356	
1.3672	0.0000	-0.267668559	
1.3867	0.0000	-0.624716730	
1.4062	0.0000	-0.698610774	
1.4258	0.0000	-0.848528546	
1.4453	0.0000	-0.959131114	
1.4648	0.0000	-0.811000396	
1.4844	0.0000	-0.642714925	
1.5039	0.0000	0.232249939	
1.5234	0.0000	1.045608441	
1.5430	0.0000	-0.324061558	
1.5625	0.0000	-0.507120464	
1.5820	0.0000	-0.878444918	
1.6016	0.0000	-0.731066645	
1.6211	0.0000	-0.481288788	
1.6406	0.0000	-0.769051636	
1.6602	0.0000	-0.640484466	
1.6797	0.0000	-0.748157875	
1.6992	0.0000	-0.511258906	
1.7188	0.0000	-0.467314826	
1.7383	0.0000	-0.425869935	
1.7578	0.0000	0.155547667	
1.7773	0.0000	-0.272949104	
1.7969	0.0000	-0.542760785	
1.8164	0.0000	-0.451681456	
1.8359	0.0000	-0.608613082	
1.8555	0.0000	-0.576224394	
1.8750	0.0000	-0.561874210	
1.8945	0.0000	-0.544588150	
1.9141	0.0000	-0.550063524	
1.9336	0.0000	-0.446877906	
1.9531	0.0000	-0.593275315	
1.9727	0.0000	-0.574699351	
1.9922	0.0000	-0.178006780	
2.0117	0.0000	0.591481542	
2.0312	0.0000	1.185939270	
2.0508	0.0000	1.559709168	
2.0703	0.0000	1.693059733	
2.0898	0.0000	1.434951245	
2.1094	0.0000	1.433574004	
2.1289	0.0000	0.783495876	
2.1484	0.0000	-0.776703724	
2.1680	0.0000	-0.950592217	
2.1875	0.0000	-0.704744537	
2.2070	0.0000	-0.836966436	
2.2266	0.0000	-0.746263329	
2.2461	0.0000	-0.617534920	
2.2656	0.0000	-0.621129184	
2.2852	0.0000	-0.537171201	
2.3047	0.0000	-0.847802975	
2.3242	0.0000	-0.889059755	
2.3438	0.0000	-0.858558895	
2.3633	0.0000	-0.976349991	
2.3828	0.0000	-0.235011141	
2.4023	0.0000	1.482637392	
2.4219	0.0000	1.702317483	
2.4414	0.0000	1.309843974	
2.4609	0.0000	-0.498097852	
2.4805	0.0000	-0.637629209	
2.5000	0.0000	-0.613752545	
2.5195	0.0000	-0.689809865	
2.5391	0.0000	-0.602197153	
2.5586	0.0000	-0.824094267	
2.5781	0.0000	-0.729118352	
2.5977	0.0000	-0.776273756	
2.6172	0.0000	-0.890987893	
2.6367	0.0000	0.775843788	
2.6562	0.0000	1.624244688	
2.6758	0.0000	1.621355840	
2.6953	0.0000	1.555013110	
2.7148	0.0000	1.664890107	
2.7344	0.0000	1.544572948	
2.7539	0.0000	-0.003238197	
2.7734	0.0000	-0.793445606	
2.7930	0.0000	-0.703629307	
2.8125	0.0000	-0.916651612	
2.8320	0.0000	-0.850134208	
2.8516	0.0000	-0.697045421	
2.8711	0.0000	-0.792625979	
2.8906	0.0000	-0.899721619	
2.9102	0.0000	-0.851303184	
2.9297	0.0000	-0.860728890	
2.9492	0.0000	-1.031231384	
2.9688	0.0000	-0.910457385	
2.9883	0.0000	-0.904236284	
3.0078	0.0000	-0.911633079	
3.0273	0.0000	-1.023498677	
3.0469	0.0000	-0.598508833	
3.0664	0.0000	0.875562789	
3.0859	0.0000	1.348400017	
3.1055	0.0000	1.228459081	
3.1250	0.0000	1.187020908	
3.1445	0.0000	1.249393151	
3.1641	0.0000	1.281237661	
3.1836	0.0000	1.195949464	
3.2031	0.0000	1.293505188	
3.2227	0.0000	0.553845900	
3.2422	0.0000	-1.077755273	
3.2617	0.0000	-1.203903873	
3.2812	0.0000	-1.277341075	
3.3008	0.0000	-0.978714815	
3.3203	0.0000	-0.975805813	
3.3398	0.0000	-1.051298800	
3.3594	0.0000	-0.948180364	
3.3789	0.0000	-0.395395948	
3.3984	0.0000	1.031365749	
3.4180	0.0000	1.131299734	
3.4375	0.0000	0.071912159	
3.4570	0.0000	-1.067530095	
3.4766	0.0000	-1.210911009	
3.4961	0.0000	-1.194269901	
3.5156	0.0000	-1.110809068	
3.5352	0.0000	-1.039696380	
3.5547	0.0000	-0.711032820	
3.5742	0.0000	-0.839344697	
3.5938	0.0000	-1.004660701	
3.6133	0.0000	-0.997136260	
3.6328	0.0000	-1.055040866	
3.6523	0.0000	-1.159489515	
3.6719	0.0000	-0.952668156	
3.6914	0.0000	-0.881824199	
3.7109	0.0000	-0.852001882	
3.7305	0.0000	0.570540754	
3.7500	0.0000	1.209379248	
3.7695	0.0000	0.790738151	
3.7891	0.0000	1.180611697	
3.8086	0.0000	1.264421879	
3.8281	0.0000	1.251220515	
3.8477	0.0000	1.039965110	
3.8672	0.0000	0.867729308	
3.8867	0.0000	-0.326117343	
3.9063	0.0000	-1.291865934	
